id,title,is_paid,num_subscribers,avg_rating,avg_rating_recent,num_reviews,num_published_lectures,published_year,published_month,full_price,discount_pct,has_discount,dormancy_score,dormancy_status,job_class,price_tier
2355488,Project Management Fundamentals,True,7346,4.52863,4.51829,2940,32,2020,3,6400.0,92.9,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2674440,Start Improving Customer Service,True,8633,4.304,4.33751,1983,31,2019,12,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2355482,Inspirational Leadership Skills,True,5228,4.62603,4.65299,1866,51,2020,2,7040.0,93.5,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2562342,"Diversity, Equity, and Inclusion: A Beginner’s Guide",True,4450,4.47154,4.47955,1596,18,2019,9,1920.0,76.3,True,0,Active,JC-3 Basic,Budget (<₹2K)
2927654,Working from Home Effectively,True,2726,4.53774,4.51579,1389,32,2020,4,5760.0,92.1,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2864860,Microsoft Certified: Data Analyst Associate with Power BI,True,31855,4.41959,4.37283,1372,141,2020,5,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2752048,Data Warehouse Fundamentals for Beginners,True,5839,4.42042,4.46669,1249,68,2020,3,2880.0,84.2,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2554557,Advanced SQL + MySQL for Analytics & Business Intelligence,True,17807,4.68819,4.69866,1049,104,2019,10,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
3208141,Ally Up: Using allyship to advance diversity & inclusion,True,2306,4.54493,4.56055,1040,22,2020,6,12800.0,0.0,False,0,Active,JC-3 Basic,Premium (₹9K-13K)
2615622,Mastering Conflict Management and Resolution at Work,True,2861,4.41988,4.41539,1029,19,2019,10,12160.0,0.0,False,0,Active,JC-3 Basic,Premium (₹9K-13K)
2490968,Digital Oil and Gas,True,1326,4.29839,4.29874,908,86,2019,12,2560.0,0.0,False,0,Active,JC-3 Basic,Mid (₹2K-5K)
2529926,Become a Mortgage Loan Processor,True,3048,4.29435,4.30831,879,92,2019,9,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2441460,PMI-PMP-Project Management Professional - 35 Contact Hours,True,2910,4.41991,4.39563,848,280,2019,12,8960.0,94.6,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2653276,Being Strategic: Thinking and Acting with Impact,True,2318,4.50671,4.52518,819,12,2019,11,8640.0,72.2,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2567312,Time Series Analysis in Python 2020,True,5129,4.50502,4.53022,803,97,2019,9,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2795664,Microsoft Power BI: Latest 2020 Beginner to Expert Modules,True,54597,3.85417,3.81926,792,81,2020,2,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
3090870,Management Consulting Essential Training,True,32942,4.57803,4.58957,788,133,2020,5,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2626524,Exam Prep: CFA® Level 1 Bootcamp 2020 Curriculum (Part 1/2),True,5998,4.57831,4.57363,770,373,2019,10,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2623876,Embracing a Culture of Feedback,True,2119,4.41809,4.44064,754,30,2019,11,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2503124,PMP: The Complete PMP Course & Practice Exam PMI PMBOK 6 '20,True,5166,4.325,4.36966,721,160,2019,12,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2676528,Root Cause Analysis and the 8D Corrective Action Process,True,2592,4.43134,4.49099,713,73,2019,12,4800.0,90.5,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
3116626,Management Consulting Skills Mastery,True,30876,4.47564,4.51053,642,142,2020,5,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2971372,Tableau Crash Course: Build and Share a COVID-19 Dashboard,True,24185,4.42466,4.49823,634,25,2020,4,1280.0,64.5,True,0,Active,JC-2 Standard,Budget (<₹2K)
3148846,Introduction to Business Analytics 2020,True,3619,4.43289,4.43663,624,55,2020,5,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2302640,Data Science & Deep Learning for Business™ 20 Case Studies,True,6197,4.37383,4.30544,589,187,2019,11,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3149922,The Internet of Things (IoT): 2020 Trends and the Future,True,30571,3.71309,3.72323,575,6,2020,5,1280.0,64.5,True,0,Active,JC-2 Standard,Budget (<₹2K)
2810839,Intro to Project Management with PRINCE2 and PRINCE2 Agile,True,10527,4.44444,4.44455,531,15,2020,4,3200.0,85.8,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2703840,Tableau 2020 Certified Associate Exam Guide A-Z (w Datasets),True,3388,4.62903,4.61362,512,272,2020,1,12800.0,0.0,False,0,Active,JC-3 Basic,Premium (₹9K-13K)
2271516,Dual Certification: Lean Six Sigma White Belt & Yellow Belt,True,1903,4.24609,4.1978,502,113,2019,11,2560.0,82.2,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2682696,The Business Analysis Certification Program (IIBA - ECBA),True,2262,4.22148,4.08387,480,372,2019,12,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2643050,Customer Analytics in Python 2020,True,8490,4.61034,4.66495,479,77,2019,11,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2886304,"Entrepreneurship - Ft. Matthew Rolnick of Yaymaker, Groupon",True,53614,4.20283,4.28764,479,105,2020,3,8320.0,94.5,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2964096,Freelance Writing Course: 15 Courses in 1,True,58014,4.11058,4.07941,476,215,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2829942,Speak Confidently and be from The Elite,True,11110,4.73234,4.76521,444,11,2020,3,6400.0,80.0,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2751520,MS Excel Exam Guide: Analyzing and Visualizing Data,True,20395,4.53652,4.55633,444,29,2020,2,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2638640,Talent Management basics: learn modern Human Resources (HR),True,1754,4.78692,4.5461,441,20,2019,11,1280.0,62.4,True,0,Active,JC-3 Basic,Budget (<₹2K)
2517944,Qlik Sense for Data Science and BI,True,2227,4.58382,4.61876,437,46,2019,10,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2695462,The Complete Google Ads Masterclass (Former Google AdWords),True,2592,4.65819,4.64621,432,103,2019,12,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3247244,Tableau Training: Master Tableau For Data Science,True,44864,4.1974,4.22526,429,64,2020,6,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2652106,AWS Machine Learning Certification Exam|2020 Complete Guide,True,3463,4.27344,4.17355,425,172,2019,12,8960.0,94.6,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2767208,Artificial Intelligence Expert Certification,True,58882,4.11538,4.08009,394,73,2020,3,4480.0,89.8,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
1918246,Overcome Difficult People - Assertiveness with Games Players,True,1678,4.51562,4.5273,376,44,2019,11,8320.0,94.5,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2723596,Microsoft Excel Formulas [ For Office Use ],True,7906,4.24706,4.26403,369,17,2019,12,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
3029372,Leadership: Becoming an Effective and Dynamic Leader,True,1256,4.54365,4.59442,367,41,2020,5,2560.0,82.2,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2822377,The Business of Logistics in Supply Chain Management,True,1013,4.17273,4.15916,344,25,2020,3,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2670946,Business Analysis Certification Program - The Tools,True,15942,4.19483,4.2002,328,96,2019,11,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
3170652,The Complete Introduction to Data Analytics with Tableau,True,20013,4.62635,4.64081,319,40,2020,6,1280.0,60.4,True,0,Active,JC-2 Standard,Budget (<₹2K)
3318304,"Projects Cost Management, Estimating, Budgeting and Control.",True,29551,3.96955,3.92927,314,26,2020,7,6400.0,92.9,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2707550,Business Analysis Certification Program - The Competencies,True,11792,4.20217,4.15464,307,70,2019,12,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2603366,A Consultant's Guide to PowerPoint,True,1490,4.46154,4.48568,304,40,2019,10,8640.0,63.0,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2577846,Ultimate Shopify Dropshipping Mastery Course + Bonuses,True,29588,4.46429,4.46073,300,47,2019,10,6720.0,93.2,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2627090,"Flow of fluids through piping systems , valves and pumps",True,1643,4.18072,4.12384,298,116,2020,1,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3111590,How To Earn Money From Home,True,29136,3.62363,3.65747,297,19,2020,5,1920.0,76.3,True,0,Active,JC-2 Standard,Budget (<₹2K)
3062102,Earning While Sleeping - 10 Amazing Passive Income Methods,True,22224,3.17568,3.23898,292,35,2020,5,6400.0,92.9,True,10,Low Engagement,JC-2 Standard,Standard (₹5K-9K)
2896966,Next-Level LinkedIn Marketing: LinkedIn Marketing Made Easy!,True,45166,4.27215,4.12326,292,20,2020,3,6400.0,92.9,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2595556,The Complete Business Analysis Course for Absolute Beginners,True,2557,3.95,3.95658,284,41,2019,10,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2907160,Data Science for Business | 6 Real-world Case Studies,True,3036,4.55665,4.54841,284,74,2020,4,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3047214,Introduction to Forex- learn to trade forex by yourself,True,37024,4.11679,4.21365,281,23,2020,5,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2694796,Data Analysis Bootcamp™ 21 Real World Case Studies,True,2777,4.44253,4.38473,277,129,2020,1,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2413388,Management Consulting Approach to Problem Solving,True,2622,4.38141,4.39367,283,150,2019,10,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2890902,Project Management Professional Certification Program (PMP),True,9745,4.17611,4.05294,269,556,2020,6,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2529128,Entrepreneurship Fundamentals,True,27389,4.27344,4.19275,266,50,2020,2,3200.0,85.8,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2653250,Exceptional Leadership: Leading at a Higher Level,True,1075,4.41346,4.40233,258,14,2019,11,8640.0,72.2,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3008812,PMI-ACP Certification Exam Prep 21 PDU Course. FULL TRAINING,True,1041,4.6345,4.64549,256,129,2020,4,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3296114,Learn 47 Different Ways to Make Money Online!,True,26263,3.644,3.74543,250,15,2020,7,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2747250,Sales Course: Learn The Whole Sales Process,True,18606,4.35465,4.30428,247,26,2020,2,1280.0,64.5,True,0,Active,JC-2 Standard,Budget (<₹2K)
2625480,Complete Excel Course - Beginner to Expert,True,10293,4.34615,4.30551,246,133,2019,12,3200.0,85.0,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2392662,All about KPIs,True,1242,4.35294,4.27609,243,70,2019,10,6080.0,92.5,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2956740,Business Intelligence and Automated Reports using Power BI,True,16217,4.4125,4.11856,241,41,2020,4,5760.0,92.1,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2742660,Agile Management with Scrum 2020 COMPLETE + 3 EXTRA courses,True,1318,4.72626,4.74305,241,171,2020,5,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2608752,Learn Data Analytics and Visualization with Tableau from A-Z,True,715,4.6791,4.42499,236,61,2019,10,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2487058,The Ultimate Food and Restaurant Business Course,True,907,4.65753,4.67683,235,45,2019,11,6400.0,75.0,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2887450,Complete IBM Cognos Analytics 11 Cloud Training Course,True,894,4.2844,4.21229,234,29,2020,3,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3269102,HR Analytics Course with R,True,31509,4.10086,4.11295,242,42,2020,7,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2802605,The Most Comprehensive Dropshipping Guide Ever Created,True,6354,4.36957,4.47645,230,127,2020,2,12800.0,0.0,False,0,Active,JC-3 Basic,Premium (₹9K-13K)
2701468,Customer Success: Build Cross-Functional Relationships,True,874,4.475,4.49197,229,41,2020,1,6400.0,0.0,False,0,Active,JC-3 Basic,Standard (₹5K-9K)
2940556,The Complete Sales Skills Master Class - Sales Marketing B2B,True,27104,4.27717,4.25389,216,576,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2721638,ISO 9001:2015 Quality Management Systems Lead Auditor Course,True,429,4.0885,4.11495,215,26,2019,12,3840.0,88.2,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2794534,Sales Fundamentals,True,2245,3.7,3.62002,215,23,2020,2,1280.0,45.3,True,0,Active,JC-3 Basic,Budget (<₹2K)
2847076,Shopify guide: The complete shopify store creation course,True,38246,4.08252,4.08397,214,17,2020,3,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
878748,Forensic Accounting and Fraud Investigation,True,472,3.98077,3.9891,213,15,2019,12,5760.0,92.1,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2844664,BEST of Facebook Ads: Facebook Ads 2020 ULTIMATE PRO Edition,True,23391,4.39,4.64271,211,111,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
3067876,The Complete Proofreading Course: Editing and Proofreading,True,12611,3.94783,3.86532,207,30,2020,5,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2788230,The Operations Management Training Program,True,1127,4.26804,4.26879,200,192,2020,2,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2456584,Program Management Course - Program Manager Essentials,True,8663,4.20139,4.18009,201,29,2019,12,6400.0,92.9,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2997152,How to Start an Online Business | Live & Work From Anywhere,True,1076,4.53659,4.40413,200,374,2020,5,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2633082,"4in1 | Learn Photography, Wordpress, Video Editing, SEO, ...",True,22107,4.5,4.5222,198,24,2020,4,5120.0,91.1,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2712386,Introduction to Agile & Scrum,True,3776,4.33333,4.32303,192,94,2020,3,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2559290,Fiverr Freelancer: Secret To Rank Your Fiverr Gigs FAST 2020,True,19852,4.14583,4.05342,190,24,2019,9,3840.0,88.2,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2908664,The Freelancers Cheatsheet: Make Upwork Clients CHASE YOU!,True,15000,4.35,4.08378,189,10,2020,3,2560.0,82.2,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2769362,Global MBA Online,True,887,4.20946,4.21912,189,61,2020,1,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2642108,Service Desk and ITIL Fundamentals,True,2402,4.10714,4.11366,188,8,2020,3,1280.0,45.3,True,0,Active,JC-3 Basic,Budget (<₹2K)
3266190,Financial Analytics: Complete Course,True,31583,3.97268,4.00066,188,65,2020,6,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2927634,"Understanding Agile: Design Thinking, Lean Startup & SCRUM",True,787,4.41667,4.40678,186,52,2020,4,7360.0,93.8,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2812245,The Macroeconomics Course 2020,True,2458,4.35632,4.26954,185,72,2020,2,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3241174,Cybersecurity: Implement Security Measures to Prevent Attack,True,13267,4.24728,4.32195,185,12,2020,6,6400.0,92.9,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2584900,8 INSANELY Profitable Amazon PPC Campaigns (Step-by-Step),True,841,4.66667,4.68872,184,34,2019,10,3200.0,85.8,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
3309052,Stock Trading Momentum Based Strategies - Technical Analysis,True,15560,4.41854,4.5002,179,50,2020,8,1280.0,64.5,True,0,Active,JC-2 Standard,Budget (<₹2K)
3175270,Tableau Desktop - Tableau for Beginners,True,1578,4.5339,4.54191,178,91,2020,6,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2676416,"HR Analytics Master Course with Excel, Python and R",True,1136,4.21053,4.21007,175,179,2020,3,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2832788,Jira Crash Course | Jira Fundamentals for Agile Projects,True,4862,4.10938,3.96535,173,9,2020,3,6400.0,92.9,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2898026,BPMN 2.0 Business Process Modelling for Business Analysts,True,14215,4.16667,4.08037,172,69,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2885338,Hands-On HR Analytics Online Course for Human Resources,True,629,4.21023,4.203,170,43,2020,4,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3199916,Market Research Test For Business Analysts (BAs),True,7823,3.88,3.89669,169,0,2020,6,1280.0,64.5,True,10,Low Engagement,JC-3 Basic,Budget (<₹2K)
2767080,Operations Management: Inventory Management,True,4782,4.15672,4.15008,165,29,2020,1,3200.0,85.8,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2603984,Dynamic Dashboards and Data Analysis with Google Data Studio,True,870,4.45833,4.44963,163,43,2019,11,6400.0,92.9,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2851430,Fundamentals of Real Customer Success,True,455,4.47951,4.51213,162,43,2020,5,9600.0,0.0,False,0,Active,JC-3 Basic,Premium (₹9K-13K)
3109146,Forex Scalping Masterclass|Forex Scalping Strategy Course,True,4027,4.09459,4.13097,161,10,2020,5,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2863560,Alteryx: Data Science for Non-Scientists,True,14893,4.3871,4.42378,160,36,2020,3,1280.0,64.5,True,0,Active,JC-2 Standard,Budget (<₹2K)
2856662,Microsoft Project 2019 Course for beginners to advanced,True,20341,3.92,3.87658,159,11,2020,3,6400.0,92.9,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2625306,HOW I PREDICTABLY FIND 7-FIGURE DROPSHIPPING PRODUCTS,True,821,4.28378,4.23693,158,39,2019,11,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2806447,Fiverr Masterclass: Earn Money Freelancing on Fiverr,True,16628,4.35294,4.32263,157,41,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2978508,"Grant Writing Full Course: Nonprofits, Artists & Freelancers",True,33109,4.02439,3.74229,158,88,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2357206,Cold Calling Mastery,True,600,4.52941,4.56983,155,48,2019,9,8320.0,94.5,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2745692,Business Communication Skills: EQ Intelligent Interactions,True,11100,4.13889,4.21129,155,26,2020,1,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2740370,Practical Regulatory Affairs 2020 - European Medical Devices,True,352,4.3662,4.39378,153,31,2020,2,2560.0,82.2,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2545439,MicroStrategy for Business Intelligence,True,673,4.02632,4.053,152,42,2019,10,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2401666,Basics of Agile Scrum Project Management,True,1328,4.39416,4.24544,151,13,2020,6,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2869340,How To Make A Living Online,True,918,4.78333,4.78123,151,76,2020,3,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2420508,How to Become a Translator without a Degree,True,489,4.59722,4.6014,151,15,2019,11,3840.0,88.2,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2964602,Basic Good Manufacturing Practices (GMP),True,315,4.05051,4.09259,151,20,2020,4,1600.0,71.6,True,0,Active,JC-3 Basic,Budget (<₹2K)
2869214,YouTube Sponsorship: Get Sponsored With ZERO Subscribers,True,12126,3.3,3.30909,149,9,2020,4,1600.0,71.6,True,10,Low Engagement,JC-2 Standard,Budget (<₹2K)
3143332,"12 Easy Steps ✔ to the Python Data Analysis, Beginners Guide",True,14252,4.15385,4.1185,148,29,2020,5,2560.0,82.2,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2830804,"Creating Team Vision, Mission & Values",True,447,4.42754,4.44704,147,16,2020,3,9920.0,0.0,False,0,Active,JC-3 Basic,Premium (₹9K-13K)
2963168,Facebook Ads for Quick Learners,True,12327,4.18478,4.26176,145,8,2020,4,3840.0,88.2,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2592378,Digital Marketing Ads | Increase Leads & Sales with Ads,True,844,4.17647,4.18692,145,185,2019,12,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2654708,ePLAN Electric P8 - The Essentials - For Beginners,True,359,4.70833,4.70389,144,16,2019,11,5120.0,0.0,False,0,Active,JC-3 Basic,Standard (₹5K-9K)
3380208,Smart Tips: Innovation,True,641,4.46503,4.43209,146,30,2020,8,5120.0,0.0,False,0,Active,JC-3 Basic,Standard (₹5K-9K)
2809007,Personal & Business Development for Startup Founders,True,26799,4.31034,4.3055,144,10,2020,3,5440.0,91.6,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
3002664,Data Storytelling and Data Visualization 2020,True,12948,4.41111,4.44579,142,26,2020,4,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2754288,Improve your communication skills with two simple techniques,True,10213,4.275,4.34833,141,18,2020,1,2240.0,79.7,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2783854,Scrum Product Owner (PSPO I)  2020 | Practice Exam | Test,True,336,4.86154,4.79492,141,0,2020,1,3840.0,88.2,True,10,Low Engagement,JC-3 Basic,Mid (₹2K-5K)
2745828,Best Business Productivity Training Course,True,24236,4.23077,4.25194,141,11,2020,1,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2943600,Scenario Planning for a Coronavirus (and Post-Virus) World,True,250,4.4,4.31839,139,5,2020,4,2240.0,0.0,False,0,Active,JC-3 Basic,Mid (₹2K-5K)
2717236,Blogger for beginners : unlimited Organic Free Traffic,True,12404,3.375,3.00437,138,17,2019,12,1920.0,76.3,True,10,Low Engagement,JC-2 Standard,Budget (<₹2K)
3118902,Effective Email Etiquette: Write Professional Business Email,True,10804,4.34328,4.35693,138,16,2020,8,2560.0,82.2,True,0,Active,JC-2 Standard,Mid (₹2K-5K)
2577178,Certified Vision Creation Practitioner Diploma [Accredited],True,1447,4.18518,4.21035,133,27,2019,10,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3433626,Make Money From Home: 45 Work From Home Opportunities,True,13153,4.11278,3.97986,137,10,2020,8,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2564032,SQL/MySQL Database Developer: Zero to Expert||Hindi|Urdu||,True,5505,3.875,3.64421,133,182,2019,10,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2545105,"ManyChat For Amazon Sellers - 6 PROVEN, Copy & Paste Flows",True,565,4.74074,4.74252,132,34,2019,9,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2444098,Data Analysis & Statistics: practical course for beginners,True,18396,4.1828,4.10612,132,93,2019,12,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
3151946,Amazon KDP Low and No Content Book Publishing,True,2065,4.38942,4.57105,132,16,2020,5,6080.0,92.5,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2913948,How To Start A Business: Entrepreneurship Essentials,True,20546,4.40426,4.38986,131,31,2020,4,1280.0,64.5,True,0,Active,JC-2 Standard,Budget (<₹2K)
2837354,Agile BM 101 Introduction to Agile Business Management,True,576,4.33333,4.21695,131,23,2020,3,6400.0,75.0,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2158992,The Complete Camtasia Course for Content Creators: Start Now,True,20026,4.22917,4.14292,130,67,2019,9,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2425286,Business development skills: inner game sales skills mastery,True,2981,4.59211,4.30817,127,38,2019,11,7360.0,93.8,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3417826,Learn 23 Ways to Make Money Online with Your Smartphone!,True,9934,3.26378,3.35142,127,10,2020,8,8640.0,94.7,True,10,Low Engagement,JC-3 Basic,Standard (₹5K-9K)
2693266,LinkedIn Sales Navigator: LinkedIn's tool for B2B Sales,True,3567,4.38462,4.37239,127,23,2020,1,3200.0,85.6,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
1302816,The Complete Open Broadcaster (obs) Almanac for 2020,True,623,4.63014,4.64446,127,55,2019,11,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
3176952,Acing Project Management: Ultimate 7h Project Manager course,True,12768,4.43651,4.44404,126,129,2020,6,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2634748,"The 16-hour SPSS Pro: Analysis, Interpretation, and Write-Up",True,1196,4.56122,4.5585,125,66,2019,12,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2794268,Operations Management: Facilities Planning and Management,True,7479,4.125,4.1903,124,26,2020,2,3200.0,85.8,True,0,Active,JC-3 Basic,Mid (₹2K-5K)
2557448,HR Analytics using MS Excel (Excel Analytics),True,475,4.17949,4.15372,124,31,2019,9,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2576334,Instagram Marketing 2020: A Guide To 0-10k Followers & Money,True,8286,3.65,3.43898,124,19,2020,4,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
3112350,Amazon FBA Course 2020 - Expert Blueprint to Dominate Amazon,True,27891,4.34016,4.43896,124,64,2020,6,8640.0,94.7,True,0,Active,JC-2 Standard,Standard (₹5K-9K)
2728994,First Time Manager Course,True,2272,4.65,4.59861,122,7,2019,12,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2625862,Fundamentals of Project Management,True,3566,3.56349,3.54308,120,5,2019,11,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
2657684,IT for recruiters and talent management professionals,True,348,4.21212,4.16928,121,52,2019,11,8640.0,94.7,True,0,Active,JC-3 Basic,Standard (₹5K-9K)
2672140,Lean 101-A short introduction to Lean origins and principles,True,3129,4.05,4.16716,120,11,2019,11,1280.0,64.5,True,0,Active,JC-3 Basic,Budget (<₹2K)
