Total_Courses,Active_Courses,Low_Engagement_Courses,At_Risk_Courses,Critically_Inactive,Fully_Dormant_Courses,Total_Dormant,Dormancy_Rate_Pct,Reactivation_Target_7pct,Avg_Dormancy_Score,Analysis_Window_Start,Analysis_Window_End
3515,1356,610,695,396,458,2159,61.4,151,25.35,2019-09-11,2020-09-10
